"Step","WC_lmax3_shlmax4_nv3_ns14 - valinf_rmsds_lt5","WC_lmax3_shlmax4_nv3_ns14 - valinf_rmsds_lt5__MIN","WC_lmax3_shlmax4_nv3_ns14 - valinf_rmsds_lt5__MAX","WC_lmax2_shlmax3_nv4_ns15 - valinf_rmsds_lt5","WC_lmax2_shlmax3_nv4_ns15 - valinf_rmsds_lt5__MIN","WC_lmax2_shlmax3_nv4_ns15 - valinf_rmsds_lt5__MAX","WC_lmax1_nv5_ns18 - valinf_rmsds_lt5","WC_lmax1_nv5_ns18 - valinf_rmsds_lt5__MIN","WC_lmax1_nv5_ns18 - valinf_rmsds_lt5__MAX","WC_lmax0_nv6_ns24 - valinf_rmsds_lt5","WC_lmax0_nv6_ns24 - valinf_rmsds_lt5__MIN","WC_lmax0_nv6_ns24 - valinf_rmsds_lt5__MAX"
"65","75.60975609756098","75.60975609756098","75.60975609756098","51.21951219512195","51.21951219512195","51.21951219512195","41.46341463414634","41.46341463414634","41.46341463414634","0","0","0"
"70","85.36585365853658","85.36585365853658","85.36585365853658","75.60975609756098","75.60975609756098","75.60975609756098","53.65853658536585","53.65853658536585","53.65853658536585","0","0","0"
"75","87.8048780487805","87.8048780487805","87.8048780487805","78.04878048780488","78.04878048780488","78.04878048780488","65.85365853658537","65.85365853658537","65.85365853658537","0","0","0"
"80","75.60975609756098","75.60975609756098","75.60975609756098","78.04878048780488","78.04878048780488","78.04878048780488","78.04878048780488","78.04878048780488","78.04878048780488","0","0","0"
"85","82.92682926829268","82.92682926829268","82.92682926829268","75.60975609756098","75.60975609756098","75.60975609756098","80.48780487804878","80.48780487804878","80.48780487804878","0","0","0"
"90","78.04878048780488","78.04878048780488","78.04878048780488","85.36585365853658","85.36585365853658","85.36585365853658","60.97560975609756","60.97560975609756","60.97560975609756","0","0","0"
"95","65.85365853658537","65.85365853658537","65.85365853658537","78.04878048780488","78.04878048780488","78.04878048780488","80.48780487804878","80.48780487804878","80.48780487804878","0","0","0"
"100","73.17073170731707","73.17073170731707","73.17073170731707","78.04878048780488","78.04878048780488","78.04878048780488","78.04878048780488","78.04878048780488","78.04878048780488","0","0","0"
"105","82.92682926829268","82.92682926829268","82.92682926829268","80.48780487804878","80.48780487804878","80.48780487804878","70.73170731707317","70.73170731707317","70.73170731707317","0","0","0"
"110","78.04878048780488","78.04878048780488","78.04878048780488","85.36585365853658","85.36585365853658","85.36585365853658","78.04878048780488","78.04878048780488","78.04878048780488","0","0","0"
"115","87.8048780487805","87.8048780487805","87.8048780487805","85.36585365853658","85.36585365853658","85.36585365853658","85.36585365853658","85.36585365853658","85.36585365853658","0","0","0"
"120","82.92682926829268","82.92682926829268","82.92682926829268","85.36585365853658","85.36585365853658","85.36585365853658","82.92682926829268","82.92682926829268","82.92682926829268","0","0","0"
"125","82.92682926829268","82.92682926829268","82.92682926829268","82.92682926829268","82.92682926829268","82.92682926829268","73.17073170731707","73.17073170731707","73.17073170731707","0","0","0"
"130","92.6829268292683","92.6829268292683","92.6829268292683","85.36585365853658","85.36585365853658","85.36585365853658","75.60975609756098","75.60975609756098","75.60975609756098","0","0","0"
"135","82.92682926829268","82.92682926829268","82.92682926829268","73.17073170731707","73.17073170731707","73.17073170731707","78.04878048780488","78.04878048780488","78.04878048780488","0","0","0"
"140","82.92682926829268","82.92682926829268","82.92682926829268","80.48780487804878","80.48780487804878","80.48780487804878","82.92682926829268","82.92682926829268","82.92682926829268","0","0","0"
"145","95.1219512195122","95.1219512195122","95.1219512195122","78.04878048780488","78.04878048780488","78.04878048780488","82.92682926829268","82.92682926829268","82.92682926829268","0","0","0"
"150","82.92682926829268","82.92682926829268","82.92682926829268","87.8048780487805","87.8048780487805","87.8048780487805","80.48780487804878","80.48780487804878","80.48780487804878","0","0","0"
"155","80.48780487804878","80.48780487804878","80.48780487804878","82.92682926829268","82.92682926829268","82.92682926829268","65.85365853658537","65.85365853658537","65.85365853658537","0","0","0"
"160","87.8048780487805","87.8048780487805","87.8048780487805","82.92682926829268","82.92682926829268","82.92682926829268","75.60975609756098","75.60975609756098","75.60975609756098","0","0","0"
"165","85.36585365853658","85.36585365853658","85.36585365853658","80.48780487804878","80.48780487804878","80.48780487804878","80.48780487804878","80.48780487804878","80.48780487804878","0","0","0"
"170","87.8048780487805","87.8048780487805","87.8048780487805","85.36585365853658","85.36585365853658","85.36585365853658","85.36585365853658","85.36585365853658","85.36585365853658","0","0","0"
"175","85.36585365853658","85.36585365853658","85.36585365853658","87.8048780487805","87.8048780487805","87.8048780487805","90.2439024390244","90.2439024390244","90.2439024390244","0","0","0"
"180","85.36585365853658","85.36585365853658","85.36585365853658","82.92682926829268","82.92682926829268","82.92682926829268","90.2439024390244","90.2439024390244","90.2439024390244","0","0","0"
"185","78.04878048780488","78.04878048780488","78.04878048780488","85.36585365853658","85.36585365853658","85.36585365853658","95.1219512195122","95.1219512195122","95.1219512195122","0","0","0"
"190","78.04878048780488","78.04878048780488","78.04878048780488","85.36585365853658","85.36585365853658","85.36585365853658","90.2439024390244","90.2439024390244","90.2439024390244","4.878048780487805","4.878048780487805","4.878048780487805"
"195","95.1219512195122","95.1219512195122","95.1219512195122","82.92682926829268","82.92682926829268","82.92682926829268","87.8048780487805","87.8048780487805","87.8048780487805","4.878048780487805","4.878048780487805","4.878048780487805"
"200","90.2439024390244","90.2439024390244","90.2439024390244","85.36585365853658","85.36585365853658","85.36585365853658","82.92682926829268","82.92682926829268","82.92682926829268","7.317073170731708","7.317073170731708","7.317073170731708"
"205","87.8048780487805","87.8048780487805","87.8048780487805","92.6829268292683","92.6829268292683","92.6829268292683","90.2439024390244","90.2439024390244","90.2439024390244","0","0","0"
"210","85.36585365853658","85.36585365853658","85.36585365853658","82.92682926829268","82.92682926829268","82.92682926829268","80.48780487804878","80.48780487804878","80.48780487804878","2.4390243902439024","2.4390243902439024","2.4390243902439024"
"215","95.1219512195122","95.1219512195122","95.1219512195122","87.8048780487805","87.8048780487805","87.8048780487805","85.36585365853658","85.36585365853658","85.36585365853658","0","0","0"
"220","87.8048780487805","87.8048780487805","87.8048780487805","82.92682926829268","82.92682926829268","82.92682926829268","90.2439024390244","90.2439024390244","90.2439024390244","4.878048780487805","4.878048780487805","4.878048780487805"
"225","80.48780487804878","80.48780487804878","80.48780487804878","92.6829268292683","92.6829268292683","92.6829268292683","85.36585365853658","85.36585365853658","85.36585365853658","7.317073170731708","7.317073170731708","7.317073170731708"
"230","87.8048780487805","87.8048780487805","87.8048780487805","82.92682926829268","82.92682926829268","82.92682926829268","80.48780487804878","80.48780487804878","80.48780487804878","2.4390243902439024","2.4390243902439024","2.4390243902439024"
"235","90.2439024390244","90.2439024390244","90.2439024390244","92.6829268292683","92.6829268292683","92.6829268292683","95.1219512195122","95.1219512195122","95.1219512195122","4.878048780487805","4.878048780487805","4.878048780487805"
"240","92.6829268292683","92.6829268292683","92.6829268292683","82.92682926829268","82.92682926829268","82.92682926829268","97.5609756097561","97.5609756097561","97.5609756097561","12.195121951219512","12.195121951219512","12.195121951219512"
"245","92.6829268292683","92.6829268292683","92.6829268292683","80.48780487804878","80.48780487804878","80.48780487804878","90.2439024390244","90.2439024390244","90.2439024390244","9.75609756097561","9.75609756097561","9.75609756097561"
"250","90.2439024390244","90.2439024390244","90.2439024390244","87.8048780487805","87.8048780487805","87.8048780487805","87.8048780487805","87.8048780487805","87.8048780487805","12.195121951219512","12.195121951219512","12.195121951219512"
"255","90.2439024390244","90.2439024390244","90.2439024390244","85.36585365853658","85.36585365853658","85.36585365853658","90.2439024390244","90.2439024390244","90.2439024390244","7.317073170731708","7.317073170731708","7.317073170731708"
"260","90.2439024390244","90.2439024390244","90.2439024390244","82.92682926829268","82.92682926829268","82.92682926829268","90.2439024390244","90.2439024390244","90.2439024390244","2.4390243902439024","2.4390243902439024","2.4390243902439024"
"265","90.2439024390244","90.2439024390244","90.2439024390244","85.36585365853658","85.36585365853658","85.36585365853658","95.1219512195122","95.1219512195122","95.1219512195122","7.317073170731708","7.317073170731708","7.317073170731708"
"270","87.8048780487805","87.8048780487805","87.8048780487805","90.2439024390244","90.2439024390244","90.2439024390244","85.36585365853658","85.36585365853658","85.36585365853658","7.317073170731708","7.317073170731708","7.317073170731708"
"275","85.36585365853658","85.36585365853658","85.36585365853658","85.36585365853658","85.36585365853658","85.36585365853658","92.6829268292683","92.6829268292683","92.6829268292683","4.878048780487805","4.878048780487805","4.878048780487805"
"280","95.1219512195122","95.1219512195122","95.1219512195122","85.36585365853658","85.36585365853658","85.36585365853658","92.6829268292683","92.6829268292683","92.6829268292683","9.75609756097561","9.75609756097561","9.75609756097561"
"285","90.2439024390244","90.2439024390244","90.2439024390244","87.8048780487805","87.8048780487805","87.8048780487805","90.2439024390244","90.2439024390244","90.2439024390244","7.317073170731708","7.317073170731708","7.317073170731708"
"290","97.5609756097561","97.5609756097561","97.5609756097561","85.36585365853658","85.36585365853658","85.36585365853658","92.6829268292683","92.6829268292683","92.6829268292683","17.073170731707318","17.073170731707318","17.073170731707318"
"295","90.2439024390244","90.2439024390244","90.2439024390244","87.8048780487805","87.8048780487805","87.8048780487805","92.6829268292683","92.6829268292683","92.6829268292683","12.195121951219512","12.195121951219512","12.195121951219512"
"300","95.1219512195122","95.1219512195122","95.1219512195122","90.2439024390244","90.2439024390244","90.2439024390244","90.2439024390244","90.2439024390244","90.2439024390244","4.878048780487805","4.878048780487805","4.878048780487805"
"305","90.2439024390244","90.2439024390244","90.2439024390244","80.48780487804878","80.48780487804878","80.48780487804878","95.1219512195122","95.1219512195122","95.1219512195122","9.75609756097561","9.75609756097561","9.75609756097561"
"310","90.2439024390244","90.2439024390244","90.2439024390244","92.6829268292683","92.6829268292683","92.6829268292683","92.6829268292683","92.6829268292683","92.6829268292683","19.51219512195122","19.51219512195122","19.51219512195122"
"315","85.36585365853658","85.36585365853658","85.36585365853658","92.6829268292683","92.6829268292683","92.6829268292683","82.92682926829268","82.92682926829268","82.92682926829268","17.073170731707318","17.073170731707318","17.073170731707318"
"320","82.92682926829268","82.92682926829268","82.92682926829268","95.1219512195122","95.1219512195122","95.1219512195122","85.36585365853658","85.36585365853658","85.36585365853658","7.317073170731708","7.317073170731708","7.317073170731708"
"325","92.6829268292683","92.6829268292683","92.6829268292683","92.6829268292683","92.6829268292683","92.6829268292683","92.6829268292683","92.6829268292683","92.6829268292683","14.634146341463415","14.634146341463415","14.634146341463415"
"330","92.6829268292683","92.6829268292683","92.6829268292683","85.36585365853658","85.36585365853658","85.36585365853658","87.8048780487805","87.8048780487805","87.8048780487805","4.878048780487805","4.878048780487805","4.878048780487805"
"335","95.1219512195122","95.1219512195122","95.1219512195122","85.36585365853658","85.36585365853658","85.36585365853658","90.2439024390244","90.2439024390244","90.2439024390244","12.195121951219512","12.195121951219512","12.195121951219512"
"340","90.2439024390244","90.2439024390244","90.2439024390244","90.2439024390244","90.2439024390244","90.2439024390244","90.2439024390244","90.2439024390244","90.2439024390244","14.634146341463415","14.634146341463415","14.634146341463415"
"345","92.6829268292683","92.6829268292683","92.6829268292683","85.36585365853658","85.36585365853658","85.36585365853658","85.36585365853658","85.36585365853658","85.36585365853658","17.073170731707318","17.073170731707318","17.073170731707318"
"350","90.2439024390244","90.2439024390244","90.2439024390244","95.1219512195122","95.1219512195122","95.1219512195122","92.6829268292683","92.6829268292683","92.6829268292683","9.75609756097561","9.75609756097561","9.75609756097561"
"355","90.2439024390244","90.2439024390244","90.2439024390244","85.36585365853658","85.36585365853658","85.36585365853658","97.5609756097561","97.5609756097561","97.5609756097561","17.073170731707318","17.073170731707318","17.073170731707318"
"360","90.2439024390244","90.2439024390244","90.2439024390244","82.92682926829268","82.92682926829268","82.92682926829268","87.8048780487805","87.8048780487805","87.8048780487805","14.634146341463415","14.634146341463415","14.634146341463415"
"365","90.2439024390244","90.2439024390244","90.2439024390244","87.8048780487805","87.8048780487805","87.8048780487805","90.2439024390244","90.2439024390244","90.2439024390244","21.951219512195124","21.951219512195124","21.951219512195124"
"370","92.6829268292683","92.6829268292683","92.6829268292683","87.8048780487805","87.8048780487805","87.8048780487805","90.2439024390244","90.2439024390244","90.2439024390244","19.51219512195122","19.51219512195122","19.51219512195122"
"375","95.1219512195122","95.1219512195122","95.1219512195122","92.6829268292683","92.6829268292683","92.6829268292683","90.2439024390244","90.2439024390244","90.2439024390244","0","0","0"
"380","85.36585365853658","85.36585365853658","85.36585365853658","90.2439024390244","90.2439024390244","90.2439024390244","90.2439024390244","90.2439024390244","90.2439024390244","19.51219512195122","19.51219512195122","19.51219512195122"
"385","90.2439024390244","90.2439024390244","90.2439024390244","95.1219512195122","95.1219512195122","95.1219512195122","85.36585365853658","85.36585365853658","85.36585365853658","21.951219512195124","21.951219512195124","21.951219512195124"
"390","90.2439024390244","90.2439024390244","90.2439024390244","87.8048780487805","87.8048780487805","87.8048780487805","90.2439024390244","90.2439024390244","90.2439024390244","9.75609756097561","9.75609756097561","9.75609756097561"
"395","95.1219512195122","95.1219512195122","95.1219512195122","90.2439024390244","90.2439024390244","90.2439024390244","87.8048780487805","87.8048780487805","87.8048780487805","12.195121951219512","12.195121951219512","12.195121951219512"
"400","95.1219512195122","95.1219512195122","95.1219512195122","82.92682926829268","82.92682926829268","82.92682926829268","92.6829268292683","92.6829268292683","92.6829268292683","12.195121951219512","12.195121951219512","12.195121951219512"
"405","95.1219512195122","95.1219512195122","95.1219512195122","92.6829268292683","92.6829268292683","92.6829268292683","90.2439024390244","90.2439024390244","90.2439024390244","31.70731707317073","31.70731707317073","31.70731707317073"
"410","82.92682926829268","82.92682926829268","82.92682926829268","85.36585365853658","85.36585365853658","85.36585365853658","90.2439024390244","90.2439024390244","90.2439024390244","21.951219512195124","21.951219512195124","21.951219512195124"
"415","95.1219512195122","95.1219512195122","95.1219512195122","85.36585365853658","85.36585365853658","85.36585365853658","80.48780487804878","80.48780487804878","80.48780487804878","17.073170731707318","17.073170731707318","17.073170731707318"
"420","92.6829268292683","92.6829268292683","92.6829268292683","85.36585365853658","85.36585365853658","85.36585365853658","95.1219512195122","95.1219512195122","95.1219512195122","17.073170731707318","17.073170731707318","17.073170731707318"
"425","92.6829268292683","92.6829268292683","92.6829268292683","85.36585365853658","85.36585365853658","85.36585365853658","90.2439024390244","90.2439024390244","90.2439024390244","26.829268292682926","26.829268292682926","26.829268292682926"
"430","87.8048780487805","87.8048780487805","87.8048780487805","90.2439024390244","90.2439024390244","90.2439024390244","90.2439024390244","90.2439024390244","90.2439024390244","26.829268292682926","26.829268292682926","26.829268292682926"
"435","92.6829268292683","92.6829268292683","92.6829268292683","90.2439024390244","90.2439024390244","90.2439024390244","92.6829268292683","92.6829268292683","92.6829268292683","12.195121951219512","12.195121951219512","12.195121951219512"
"440","82.92682926829268","82.92682926829268","82.92682926829268","95.1219512195122","95.1219512195122","95.1219512195122","92.6829268292683","92.6829268292683","92.6829268292683","17.073170731707318","17.073170731707318","17.073170731707318"
"445","90.2439024390244","90.2439024390244","90.2439024390244","85.36585365853658","85.36585365853658","85.36585365853658","87.8048780487805","87.8048780487805","87.8048780487805","14.634146341463415","14.634146341463415","14.634146341463415"
"450","95.1219512195122","95.1219512195122","95.1219512195122","85.36585365853658","85.36585365853658","85.36585365853658","95.1219512195122","95.1219512195122","95.1219512195122","19.51219512195122","19.51219512195122","19.51219512195122"
"455","87.8048780487805","87.8048780487805","87.8048780487805","85.36585365853658","85.36585365853658","85.36585365853658","95.1219512195122","95.1219512195122","95.1219512195122","12.195121951219512","12.195121951219512","12.195121951219512"
"460","92.6829268292683","92.6829268292683","92.6829268292683","87.8048780487805","87.8048780487805","87.8048780487805","92.6829268292683","92.6829268292683","92.6829268292683","7.317073170731708","7.317073170731708","7.317073170731708"
"465","87.8048780487805","87.8048780487805","87.8048780487805","92.6829268292683","92.6829268292683","92.6829268292683","95.1219512195122","95.1219512195122","95.1219512195122","14.634146341463415","14.634146341463415","14.634146341463415"
"470","95.1219512195122","95.1219512195122","95.1219512195122","82.92682926829268","82.92682926829268","82.92682926829268","90.2439024390244","90.2439024390244","90.2439024390244","7.317073170731708","7.317073170731708","7.317073170731708"
"475","95.1219512195122","95.1219512195122","95.1219512195122","92.6829268292683","92.6829268292683","92.6829268292683","90.2439024390244","90.2439024390244","90.2439024390244","9.75609756097561","9.75609756097561","9.75609756097561"
"480","95.1219512195122","95.1219512195122","95.1219512195122","95.1219512195122","95.1219512195122","95.1219512195122","90.2439024390244","90.2439024390244","90.2439024390244","9.75609756097561","9.75609756097561","9.75609756097561"
"485","82.92682926829268","82.92682926829268","82.92682926829268","82.92682926829268","82.92682926829268","82.92682926829268","90.2439024390244","90.2439024390244","90.2439024390244","19.51219512195122","19.51219512195122","19.51219512195122"
"490","92.6829268292683","92.6829268292683","92.6829268292683","85.36585365853658","85.36585365853658","85.36585365853658","92.6829268292683","92.6829268292683","92.6829268292683","21.951219512195124","21.951219512195124","21.951219512195124"
"495","92.6829268292683","92.6829268292683","92.6829268292683","87.8048780487805","87.8048780487805","87.8048780487805","92.6829268292683","92.6829268292683","92.6829268292683","24.390243902439025","24.390243902439025","24.390243902439025"
"500","95.1219512195122","95.1219512195122","95.1219512195122","90.2439024390244","90.2439024390244","90.2439024390244","97.5609756097561","97.5609756097561","97.5609756097561","4.878048780487805","4.878048780487805","4.878048780487805"
"505","87.8048780487805","87.8048780487805","87.8048780487805","92.6829268292683","92.6829268292683","92.6829268292683","90.2439024390244","90.2439024390244","90.2439024390244","19.51219512195122","19.51219512195122","19.51219512195122"
"510","92.6829268292683","92.6829268292683","92.6829268292683","90.2439024390244","90.2439024390244","90.2439024390244","87.8048780487805","87.8048780487805","87.8048780487805","17.073170731707318","17.073170731707318","17.073170731707318"
"515","82.92682926829268","82.92682926829268","82.92682926829268","87.8048780487805","87.8048780487805","87.8048780487805","92.6829268292683","92.6829268292683","92.6829268292683","9.75609756097561","9.75609756097561","9.75609756097561"
"520","80.48780487804878","80.48780487804878","80.48780487804878","95.1219512195122","95.1219512195122","95.1219512195122","92.6829268292683","92.6829268292683","92.6829268292683","4.878048780487805","4.878048780487805","4.878048780487805"
"525","90.2439024390244","90.2439024390244","90.2439024390244","95.1219512195122","95.1219512195122","95.1219512195122","87.8048780487805","87.8048780487805","87.8048780487805","7.317073170731708","7.317073170731708","7.317073170731708"
"530","87.8048780487805","87.8048780487805","87.8048780487805","92.6829268292683","92.6829268292683","92.6829268292683","90.2439024390244","90.2439024390244","90.2439024390244","12.195121951219512","12.195121951219512","12.195121951219512"
"535","82.92682926829268","82.92682926829268","82.92682926829268","85.36585365853658","85.36585365853658","85.36585365853658","78.04878048780488","78.04878048780488","78.04878048780488","14.634146341463415","14.634146341463415","14.634146341463415"
"540","87.8048780487805","87.8048780487805","87.8048780487805","90.2439024390244","90.2439024390244","90.2439024390244","92.6829268292683","92.6829268292683","92.6829268292683","12.195121951219512","12.195121951219512","12.195121951219512"
"545","85.36585365853658","85.36585365853658","85.36585365853658","92.6829268292683","92.6829268292683","92.6829268292683","90.2439024390244","90.2439024390244","90.2439024390244","24.390243902439025","24.390243902439025","24.390243902439025"
"550","","","","95.1219512195122","95.1219512195122","95.1219512195122","87.8048780487805","87.8048780487805","87.8048780487805","14.634146341463415","14.634146341463415","14.634146341463415"
"555","","","","82.92682926829268","82.92682926829268","82.92682926829268","87.8048780487805","87.8048780487805","87.8048780487805","9.75609756097561","9.75609756097561","9.75609756097561"
"560","","","","90.2439024390244","90.2439024390244","90.2439024390244","97.5609756097561","97.5609756097561","97.5609756097561","12.195121951219512","12.195121951219512","12.195121951219512"
"565","","","","92.6829268292683","92.6829268292683","92.6829268292683","90.2439024390244","90.2439024390244","90.2439024390244","21.951219512195124","21.951219512195124","21.951219512195124"
"570","","","","95.1219512195122","95.1219512195122","95.1219512195122","87.8048780487805","87.8048780487805","87.8048780487805","21.951219512195124","21.951219512195124","21.951219512195124"
"575","","","","100","100","100","87.8048780487805","87.8048780487805","87.8048780487805","17.073170731707318","17.073170731707318","17.073170731707318"
"580","","","","97.5609756097561","97.5609756097561","97.5609756097561","85.36585365853658","85.36585365853658","85.36585365853658","26.829268292682926","26.829268292682926","26.829268292682926"
"585","","","","85.36585365853658","85.36585365853658","85.36585365853658","92.6829268292683","92.6829268292683","92.6829268292683","24.390243902439025","24.390243902439025","24.390243902439025"
"590","","","","90.2439024390244","90.2439024390244","90.2439024390244","87.8048780487805","87.8048780487805","87.8048780487805","7.317073170731708","7.317073170731708","7.317073170731708"
"595","","","","87.8048780487805","87.8048780487805","87.8048780487805","95.1219512195122","95.1219512195122","95.1219512195122","26.829268292682926","26.829268292682926","26.829268292682926"
"600","","","","85.36585365853658","85.36585365853658","85.36585365853658","92.6829268292683","92.6829268292683","92.6829268292683","12.195121951219512","12.195121951219512","12.195121951219512"
"605","","","","95.1219512195122","95.1219512195122","95.1219512195122","95.1219512195122","95.1219512195122","95.1219512195122","9.75609756097561","9.75609756097561","9.75609756097561"
"610","","","","85.36585365853658","85.36585365853658","85.36585365853658","85.36585365853658","85.36585365853658","85.36585365853658","9.75609756097561","9.75609756097561","9.75609756097561"
"615","","","","97.5609756097561","97.5609756097561","97.5609756097561","87.8048780487805","87.8048780487805","87.8048780487805","19.51219512195122","19.51219512195122","19.51219512195122"
"620","","","","87.8048780487805","87.8048780487805","87.8048780487805","87.8048780487805","87.8048780487805","87.8048780487805","21.951219512195124","21.951219512195124","21.951219512195124"
"625","","","","92.6829268292683","92.6829268292683","92.6829268292683","82.92682926829268","82.92682926829268","82.92682926829268","21.951219512195124","21.951219512195124","21.951219512195124"
"630","","","","85.36585365853658","85.36585365853658","85.36585365853658","92.6829268292683","92.6829268292683","92.6829268292683","21.951219512195124","21.951219512195124","21.951219512195124"
"635","","","","90.2439024390244","90.2439024390244","90.2439024390244","92.6829268292683","92.6829268292683","92.6829268292683","9.75609756097561","9.75609756097561","9.75609756097561"
"640","","","","87.8048780487805","87.8048780487805","87.8048780487805","90.2439024390244","90.2439024390244","90.2439024390244","14.634146341463415","14.634146341463415","14.634146341463415"
"645","","","","87.8048780487805","87.8048780487805","87.8048780487805","90.2439024390244","90.2439024390244","90.2439024390244","17.073170731707318","17.073170731707318","17.073170731707318"
"650","","","","85.36585365853658","85.36585365853658","85.36585365853658","87.8048780487805","87.8048780487805","87.8048780487805","14.634146341463415","14.634146341463415","14.634146341463415"
"655","","","","87.8048780487805","87.8048780487805","87.8048780487805","95.1219512195122","95.1219512195122","95.1219512195122","9.75609756097561","9.75609756097561","9.75609756097561"
"660","","","","92.6829268292683","92.6829268292683","92.6829268292683","92.6829268292683","92.6829268292683","92.6829268292683","4.878048780487805","4.878048780487805","4.878048780487805"
"665","","","","90.2439024390244","90.2439024390244","90.2439024390244","90.2439024390244","90.2439024390244","90.2439024390244","14.634146341463415","14.634146341463415","14.634146341463415"
"670","","","","85.36585365853658","85.36585365853658","85.36585365853658","90.2439024390244","90.2439024390244","90.2439024390244","9.75609756097561","9.75609756097561","9.75609756097561"
"675","","","","100","100","100","95.1219512195122","95.1219512195122","95.1219512195122","19.51219512195122","19.51219512195122","19.51219512195122"
"680","","","","87.8048780487805","87.8048780487805","87.8048780487805","92.6829268292683","92.6829268292683","92.6829268292683","26.829268292682926","26.829268292682926","26.829268292682926"
"685","","","","90.2439024390244","90.2439024390244","90.2439024390244","90.2439024390244","90.2439024390244","90.2439024390244","14.634146341463415","14.634146341463415","14.634146341463415"
"690","","","","87.8048780487805","87.8048780487805","87.8048780487805","82.92682926829268","82.92682926829268","82.92682926829268","21.951219512195124","21.951219512195124","21.951219512195124"
"695","","","","92.6829268292683","92.6829268292683","92.6829268292683","90.2439024390244","90.2439024390244","90.2439024390244","12.195121951219512","12.195121951219512","12.195121951219512"
"700","","","","92.6829268292683","92.6829268292683","92.6829268292683","90.2439024390244","90.2439024390244","90.2439024390244","14.634146341463415","14.634146341463415","14.634146341463415"
"705","","","","85.36585365853658","85.36585365853658","85.36585365853658","90.2439024390244","90.2439024390244","90.2439024390244","19.51219512195122","19.51219512195122","19.51219512195122"
"710","","","","82.92682926829268","82.92682926829268","82.92682926829268","95.1219512195122","95.1219512195122","95.1219512195122","9.75609756097561","9.75609756097561","9.75609756097561"
"715","","","","97.5609756097561","97.5609756097561","97.5609756097561","87.8048780487805","87.8048780487805","87.8048780487805","9.75609756097561","9.75609756097561","9.75609756097561"
"720","","","","82.92682926829268","82.92682926829268","82.92682926829268","80.48780487804878","80.48780487804878","80.48780487804878","17.073170731707318","17.073170731707318","17.073170731707318"
"725","","","","90.2439024390244","90.2439024390244","90.2439024390244","85.36585365853658","85.36585365853658","85.36585365853658","19.51219512195122","19.51219512195122","19.51219512195122"
"730","","","","90.2439024390244","90.2439024390244","90.2439024390244","92.6829268292683","92.6829268292683","92.6829268292683","17.073170731707318","17.073170731707318","17.073170731707318"
"735","","","","90.2439024390244","90.2439024390244","90.2439024390244","95.1219512195122","95.1219512195122","95.1219512195122","14.634146341463415","14.634146341463415","14.634146341463415"
