"Step","WC_lmax3_shlmax4_nv3_ns14 - valinf_rmsds_lt2","WC_lmax3_shlmax4_nv3_ns14 - valinf_rmsds_lt2__MIN","WC_lmax3_shlmax4_nv3_ns14 - valinf_rmsds_lt2__MAX","WC_lmax2_shlmax3_nv4_ns15 - valinf_rmsds_lt2","WC_lmax2_shlmax3_nv4_ns15 - valinf_rmsds_lt2__MIN","WC_lmax2_shlmax3_nv4_ns15 - valinf_rmsds_lt2__MAX","WC_lmax1_nv5_ns18 - valinf_rmsds_lt2","WC_lmax1_nv5_ns18 - valinf_rmsds_lt2__MIN","WC_lmax1_nv5_ns18 - valinf_rmsds_lt2__MAX","WC_lmax0_nv6_ns24 - valinf_rmsds_lt2","WC_lmax0_nv6_ns24 - valinf_rmsds_lt2__MIN","WC_lmax0_nv6_ns24 - valinf_rmsds_lt2__MAX"
"360","41.46341463414634","41.46341463414634","41.46341463414634","29.26829268292683","29.26829268292683","29.26829268292683","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"365","31.70731707317073","31.70731707317073","31.70731707317073","29.26829268292683","29.26829268292683","29.26829268292683","36.58536585365854","36.58536585365854","36.58536585365854","0","0","0"
"370","31.70731707317073","31.70731707317073","31.70731707317073","29.26829268292683","29.26829268292683","29.26829268292683","31.70731707317073","31.70731707317073","31.70731707317073","0","0","0"
"375","39.02439024390244","39.02439024390244","39.02439024390244","31.70731707317073","31.70731707317073","31.70731707317073","31.70731707317073","31.70731707317073","31.70731707317073","0","0","0"
"380","34.146341463414636","34.146341463414636","34.146341463414636","26.829268292682926","26.829268292682926","26.829268292682926","26.829268292682926","26.829268292682926","26.829268292682926","0","0","0"
"385","19.51219512195122","19.51219512195122","19.51219512195122","24.390243902439025","24.390243902439025","24.390243902439025","39.02439024390244","39.02439024390244","39.02439024390244","0","0","0"
"390","34.146341463414636","34.146341463414636","34.146341463414636","36.58536585365854","36.58536585365854","36.58536585365854","26.829268292682926","26.829268292682926","26.829268292682926","0","0","0"
"395","26.829268292682926","26.829268292682926","26.829268292682926","21.951219512195124","21.951219512195124","21.951219512195124","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"400","39.02439024390244","39.02439024390244","39.02439024390244","21.951219512195124","21.951219512195124","21.951219512195124","41.46341463414634","41.46341463414634","41.46341463414634","0","0","0"
"405","31.70731707317073","31.70731707317073","31.70731707317073","36.58536585365854","36.58536585365854","36.58536585365854","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"410","39.02439024390244","39.02439024390244","39.02439024390244","31.70731707317073","31.70731707317073","31.70731707317073","26.829268292682926","26.829268292682926","26.829268292682926","0","0","0"
"415","46.34146341463415","46.34146341463415","46.34146341463415","39.02439024390244","39.02439024390244","39.02439024390244","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"420","39.02439024390244","39.02439024390244","39.02439024390244","29.26829268292683","29.26829268292683","29.26829268292683","36.58536585365854","36.58536585365854","36.58536585365854","0","0","0"
"425","31.70731707317073","31.70731707317073","31.70731707317073","29.26829268292683","29.26829268292683","29.26829268292683","21.951219512195124","21.951219512195124","21.951219512195124","0","0","0"
"430","24.390243902439025","24.390243902439025","24.390243902439025","26.829268292682926","26.829268292682926","26.829268292682926","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"435","34.146341463414636","34.146341463414636","34.146341463414636","34.146341463414636","34.146341463414636","34.146341463414636","36.58536585365854","36.58536585365854","36.58536585365854","0","0","0"
"440","26.829268292682926","26.829268292682926","26.829268292682926","31.70731707317073","31.70731707317073","31.70731707317073","36.58536585365854","36.58536585365854","36.58536585365854","0","0","0"
"445","36.58536585365854","36.58536585365854","36.58536585365854","17.073170731707318","17.073170731707318","17.073170731707318","31.70731707317073","31.70731707317073","31.70731707317073","0","0","0"
"450","34.146341463414636","34.146341463414636","34.146341463414636","21.951219512195124","21.951219512195124","21.951219512195124","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"455","39.02439024390244","39.02439024390244","39.02439024390244","21.951219512195124","21.951219512195124","21.951219512195124","31.70731707317073","31.70731707317073","31.70731707317073","0","0","0"
"460","29.26829268292683","29.26829268292683","29.26829268292683","31.70731707317073","31.70731707317073","31.70731707317073","26.829268292682926","26.829268292682926","26.829268292682926","0","0","0"
"465","34.146341463414636","34.146341463414636","34.146341463414636","31.70731707317073","31.70731707317073","31.70731707317073","36.58536585365854","36.58536585365854","36.58536585365854","0","0","0"
"470","34.146341463414636","34.146341463414636","34.146341463414636","29.26829268292683","29.26829268292683","29.26829268292683","39.02439024390244","39.02439024390244","39.02439024390244","0","0","0"
"475","29.26829268292683","29.26829268292683","29.26829268292683","26.829268292682926","26.829268292682926","26.829268292682926","43.90243902439025","43.90243902439025","43.90243902439025","0","0","0"
"480","34.146341463414636","34.146341463414636","34.146341463414636","29.26829268292683","29.26829268292683","29.26829268292683","39.02439024390244","39.02439024390244","39.02439024390244","0","0","0"
"485","21.951219512195124","21.951219512195124","21.951219512195124","39.02439024390244","39.02439024390244","39.02439024390244","29.26829268292683","29.26829268292683","29.26829268292683","0","0","0"
"490","39.02439024390244","39.02439024390244","39.02439024390244","29.26829268292683","29.26829268292683","29.26829268292683","31.70731707317073","31.70731707317073","31.70731707317073","0","0","0"
"495","34.146341463414636","34.146341463414636","34.146341463414636","41.46341463414634","41.46341463414634","41.46341463414634","31.70731707317073","31.70731707317073","31.70731707317073","0","0","0"
"500","41.46341463414634","41.46341463414634","41.46341463414634","36.58536585365854","36.58536585365854","36.58536585365854","29.26829268292683","29.26829268292683","29.26829268292683","0","0","0"
"505","46.34146341463415","46.34146341463415","46.34146341463415","26.829268292682926","26.829268292682926","26.829268292682926","29.26829268292683","29.26829268292683","29.26829268292683","0","0","0"
"510","31.70731707317073","31.70731707317073","31.70731707317073","41.46341463414634","41.46341463414634","41.46341463414634","41.46341463414634","41.46341463414634","41.46341463414634","0","0","0"
"515","26.829268292682926","26.829268292682926","26.829268292682926","41.46341463414634","41.46341463414634","41.46341463414634","29.26829268292683","29.26829268292683","29.26829268292683","0","0","0"
"520","31.70731707317073","31.70731707317073","31.70731707317073","51.21951219512195","51.21951219512195","51.21951219512195","29.26829268292683","29.26829268292683","29.26829268292683","0","0","0"
"525","26.829268292682926","26.829268292682926","26.829268292682926","34.146341463414636","34.146341463414636","34.146341463414636","29.26829268292683","29.26829268292683","29.26829268292683","0","0","0"
"530","39.02439024390244","39.02439024390244","39.02439024390244","36.58536585365854","36.58536585365854","36.58536585365854","29.26829268292683","29.26829268292683","29.26829268292683","0","0","0"
"535","29.26829268292683","29.26829268292683","29.26829268292683","31.70731707317073","31.70731707317073","31.70731707317073","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"540","31.70731707317073","31.70731707317073","31.70731707317073","26.829268292682926","26.829268292682926","26.829268292682926","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"545","26.829268292682926","26.829268292682926","26.829268292682926","29.26829268292683","29.26829268292683","29.26829268292683","31.70731707317073","31.70731707317073","31.70731707317073","0","0","0"
"550","","","","34.146341463414636","34.146341463414636","34.146341463414636","43.90243902439025","43.90243902439025","43.90243902439025","0","0","0"
"555","","","","29.26829268292683","29.26829268292683","29.26829268292683","24.390243902439025","24.390243902439025","24.390243902439025","0","0","0"
"560","","","","36.58536585365854","36.58536585365854","36.58536585365854","39.02439024390244","39.02439024390244","39.02439024390244","0","0","0"
"565","","","","34.146341463414636","34.146341463414636","34.146341463414636","31.70731707317073","31.70731707317073","31.70731707317073","0","0","0"
"570","","","","36.58536585365854","36.58536585365854","36.58536585365854","36.58536585365854","36.58536585365854","36.58536585365854","0","0","0"
"575","","","","43.90243902439025","43.90243902439025","43.90243902439025","24.390243902439025","24.390243902439025","24.390243902439025","0","0","0"
"580","","","","26.829268292682926","26.829268292682926","26.829268292682926","29.26829268292683","29.26829268292683","29.26829268292683","0","0","0"
"585","","","","29.26829268292683","29.26829268292683","29.26829268292683","41.46341463414634","41.46341463414634","41.46341463414634","2.4390243902439024","2.4390243902439024","2.4390243902439024"
"590","","","","29.26829268292683","29.26829268292683","29.26829268292683","26.829268292682926","26.829268292682926","26.829268292682926","0","0","0"
"595","","","","36.58536585365854","36.58536585365854","36.58536585365854","29.26829268292683","29.26829268292683","29.26829268292683","0","0","0"
"600","","","","31.70731707317073","31.70731707317073","31.70731707317073","39.02439024390244","39.02439024390244","39.02439024390244","0","0","0"
"605","","","","24.390243902439025","24.390243902439025","24.390243902439025","39.02439024390244","39.02439024390244","39.02439024390244","0","0","0"
"610","","","","31.70731707317073","31.70731707317073","31.70731707317073","41.46341463414634","41.46341463414634","41.46341463414634","0","0","0"
"615","","","","29.26829268292683","29.26829268292683","29.26829268292683","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"620","","","","29.26829268292683","29.26829268292683","29.26829268292683","26.829268292682926","26.829268292682926","26.829268292682926","0","0","0"
"625","","","","36.58536585365854","36.58536585365854","36.58536585365854","46.34146341463415","46.34146341463415","46.34146341463415","0","0","0"
"630","","","","39.02439024390244","39.02439024390244","39.02439024390244","41.46341463414634","41.46341463414634","41.46341463414634","0","0","0"
"635","","","","34.146341463414636","34.146341463414636","34.146341463414636","43.90243902439025","43.90243902439025","43.90243902439025","0","0","0"
"640","","","","26.829268292682926","26.829268292682926","26.829268292682926","26.829268292682926","26.829268292682926","26.829268292682926","0","0","0"
"645","","","","31.70731707317073","31.70731707317073","31.70731707317073","39.02439024390244","39.02439024390244","39.02439024390244","0","0","0"
"650","","","","39.02439024390244","39.02439024390244","39.02439024390244","36.58536585365854","36.58536585365854","36.58536585365854","0","0","0"
"655","","","","34.146341463414636","34.146341463414636","34.146341463414636","41.46341463414634","41.46341463414634","41.46341463414634","0","0","0"
"660","","","","39.02439024390244","39.02439024390244","39.02439024390244","51.21951219512195","51.21951219512195","51.21951219512195","0","0","0"
"665","","","","24.390243902439025","24.390243902439025","24.390243902439025","39.02439024390244","39.02439024390244","39.02439024390244","0","0","0"
"670","","","","26.829268292682926","26.829268292682926","26.829268292682926","24.390243902439025","24.390243902439025","24.390243902439025","0","0","0"
"675","","","","29.26829268292683","29.26829268292683","29.26829268292683","43.90243902439025","43.90243902439025","43.90243902439025","0","0","0"
"680","","","","34.146341463414636","34.146341463414636","34.146341463414636","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"685","","","","21.951219512195124","21.951219512195124","21.951219512195124","39.02439024390244","39.02439024390244","39.02439024390244","0","0","0"
"690","","","","17.073170731707318","17.073170731707318","17.073170731707318","26.829268292682926","26.829268292682926","26.829268292682926","0","0","0"
"695","","","","39.02439024390244","39.02439024390244","39.02439024390244","34.146341463414636","34.146341463414636","34.146341463414636","2.4390243902439024","2.4390243902439024","2.4390243902439024"
"700","","","","24.390243902439025","24.390243902439025","24.390243902439025","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"705","","","","43.90243902439025","43.90243902439025","43.90243902439025","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"710","","","","36.58536585365854","36.58536585365854","36.58536585365854","36.58536585365854","36.58536585365854","36.58536585365854","2.4390243902439024","2.4390243902439024","2.4390243902439024"
"715","","","","24.390243902439025","24.390243902439025","24.390243902439025","26.829268292682926","26.829268292682926","26.829268292682926","0","0","0"
"720","","","","19.51219512195122","19.51219512195122","19.51219512195122","29.26829268292683","29.26829268292683","29.26829268292683","0","0","0"
"725","","","","36.58536585365854","36.58536585365854","36.58536585365854","24.390243902439025","24.390243902439025","24.390243902439025","0","0","0"
"730","","","","34.146341463414636","34.146341463414636","34.146341463414636","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"735","","","","26.829268292682926","26.829268292682926","26.829268292682926","39.02439024390244","39.02439024390244","39.02439024390244","0","0","0"
"740","","","","19.51219512195122","19.51219512195122","19.51219512195122","39.02439024390244","39.02439024390244","39.02439024390244","0","0","0"
"745","","","","31.70731707317073","31.70731707317073","31.70731707317073","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"750","","","","31.70731707317073","31.70731707317073","31.70731707317073","31.70731707317073","31.70731707317073","31.70731707317073","0","0","0"
"755","","","","31.70731707317073","31.70731707317073","31.70731707317073","36.58536585365854","36.58536585365854","36.58536585365854","0","0","0"
"760","","","","31.70731707317073","31.70731707317073","31.70731707317073","43.90243902439025","43.90243902439025","43.90243902439025","0","0","0"
"765","","","","21.951219512195124","21.951219512195124","21.951219512195124","36.58536585365854","36.58536585365854","36.58536585365854","0","0","0"
"770","","","","26.829268292682926","26.829268292682926","26.829268292682926","36.58536585365854","36.58536585365854","36.58536585365854","0","0","0"
"775","","","","24.390243902439025","24.390243902439025","24.390243902439025","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"780","","","","31.70731707317073","31.70731707317073","31.70731707317073","36.58536585365854","36.58536585365854","36.58536585365854","0","0","0"
"785","","","","31.70731707317073","31.70731707317073","31.70731707317073","39.02439024390244","39.02439024390244","39.02439024390244","0","0","0"
"790","","","","31.70731707317073","31.70731707317073","31.70731707317073","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"795","","","","31.70731707317073","31.70731707317073","31.70731707317073","41.46341463414634","41.46341463414634","41.46341463414634","0","0","0"
"800","","","","36.58536585365854","36.58536585365854","36.58536585365854","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"805","","","","29.26829268292683","29.26829268292683","29.26829268292683","36.58536585365854","36.58536585365854","36.58536585365854","0","0","0"
"810","","","","31.70731707317073","31.70731707317073","31.70731707317073","39.02439024390244","39.02439024390244","39.02439024390244","0","0","0"
"815","","","","29.26829268292683","29.26829268292683","29.26829268292683","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"820","","","","21.951219512195124","21.951219512195124","21.951219512195124","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"825","","","","36.58536585365854","36.58536585365854","36.58536585365854","29.26829268292683","29.26829268292683","29.26829268292683","0","0","0"
"830","","","","39.02439024390244","39.02439024390244","39.02439024390244","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"835","","","","36.58536585365854","36.58536585365854","36.58536585365854","29.26829268292683","29.26829268292683","29.26829268292683","0","0","0"
"840","","","","39.02439024390244","39.02439024390244","39.02439024390244","31.70731707317073","31.70731707317073","31.70731707317073","0","0","0"
"845","","","","31.70731707317073","31.70731707317073","31.70731707317073","39.02439024390244","39.02439024390244","39.02439024390244","0","0","0"
"850","","","","26.829268292682926","26.829268292682926","26.829268292682926","29.26829268292683","29.26829268292683","29.26829268292683","0","0","0"
