"Step","WC_lmax3_nv4_ns14 - valinf_rmsds_lt2","WC_lmax3_nv4_ns14 - valinf_rmsds_lt2__MIN","WC_lmax3_nv4_ns14 - valinf_rmsds_lt2__MAX","WC_lmax2_nv4_ns16 - valinf_rmsds_lt2","WC_lmax2_nv4_ns16 - valinf_rmsds_lt2__MIN","WC_lmax2_nv4_ns16 - valinf_rmsds_lt2__MAX","WC_lmax1_nv5_ns18 - valinf_rmsds_lt2","WC_lmax1_nv5_ns18 - valinf_rmsds_lt2__MIN","WC_lmax1_nv5_ns18 - valinf_rmsds_lt2__MAX","WC_lmax0_nv6_ns24 - valinf_rmsds_lt2","WC_lmax0_nv6_ns24 - valinf_rmsds_lt2__MIN","WC_lmax0_nv6_ns24 - valinf_rmsds_lt2__MAX"
"285","31.70731707317073","31.70731707317073","31.70731707317073","39.02439024390244","39.02439024390244","39.02439024390244","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"290","29.26829268292683","29.26829268292683","29.26829268292683","19.51219512195122","19.51219512195122","19.51219512195122","31.70731707317073","31.70731707317073","31.70731707317073","0","0","0"
"295","19.51219512195122","19.51219512195122","19.51219512195122","31.70731707317073","31.70731707317073","31.70731707317073","29.26829268292683","29.26829268292683","29.26829268292683","0","0","0"
"300","24.390243902439025","24.390243902439025","24.390243902439025","26.829268292682926","26.829268292682926","26.829268292682926","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"305","39.02439024390244","39.02439024390244","39.02439024390244","46.34146341463415","46.34146341463415","46.34146341463415","31.70731707317073","31.70731707317073","31.70731707317073","0","0","0"
"310","34.146341463414636","34.146341463414636","34.146341463414636","36.58536585365854","36.58536585365854","36.58536585365854","24.390243902439025","24.390243902439025","24.390243902439025","0","0","0"
"315","36.58536585365854","36.58536585365854","36.58536585365854","34.146341463414636","34.146341463414636","34.146341463414636","21.951219512195124","21.951219512195124","21.951219512195124","0","0","0"
"320","34.146341463414636","34.146341463414636","34.146341463414636","31.70731707317073","31.70731707317073","31.70731707317073","21.951219512195124","21.951219512195124","21.951219512195124","0","0","0"
"325","29.26829268292683","29.26829268292683","29.26829268292683","31.70731707317073","31.70731707317073","31.70731707317073","31.70731707317073","31.70731707317073","31.70731707317073","0","0","0"
"330","41.46341463414634","41.46341463414634","41.46341463414634","34.146341463414636","34.146341463414636","34.146341463414636","31.70731707317073","31.70731707317073","31.70731707317073","0","0","0"
"335","","","","36.58536585365854","36.58536585365854","36.58536585365854","21.951219512195124","21.951219512195124","21.951219512195124","2.4390243902439024","2.4390243902439024","2.4390243902439024"
"340","","","","21.951219512195124","21.951219512195124","21.951219512195124","29.26829268292683","29.26829268292683","29.26829268292683","0","0","0"
"345","","","","34.146341463414636","34.146341463414636","34.146341463414636","31.70731707317073","31.70731707317073","31.70731707317073","0","0","0"
"350","","","","36.58536585365854","36.58536585365854","36.58536585365854","31.70731707317073","31.70731707317073","31.70731707317073","0","0","0"
"355","","","","36.58536585365854","36.58536585365854","36.58536585365854","43.90243902439025","43.90243902439025","43.90243902439025","0","0","0"
"360","","","","19.51219512195122","19.51219512195122","19.51219512195122","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"365","","","","39.02439024390244","39.02439024390244","39.02439024390244","36.58536585365854","36.58536585365854","36.58536585365854","0","0","0"
"370","","","","26.829268292682926","26.829268292682926","26.829268292682926","31.70731707317073","31.70731707317073","31.70731707317073","0","0","0"
"375","","","","24.390243902439025","24.390243902439025","24.390243902439025","31.70731707317073","31.70731707317073","31.70731707317073","0","0","0"
"380","","","","31.70731707317073","31.70731707317073","31.70731707317073","26.829268292682926","26.829268292682926","26.829268292682926","0","0","0"
"385","","","","41.46341463414634","41.46341463414634","41.46341463414634","39.02439024390244","39.02439024390244","39.02439024390244","0","0","0"
"390","","","","29.26829268292683","29.26829268292683","29.26829268292683","26.829268292682926","26.829268292682926","26.829268292682926","0","0","0"
"395","","","","29.26829268292683","29.26829268292683","29.26829268292683","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"400","","","","43.90243902439025","43.90243902439025","43.90243902439025","41.46341463414634","41.46341463414634","41.46341463414634","0","0","0"
"405","","","","43.90243902439025","43.90243902439025","43.90243902439025","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"410","","","","31.70731707317073","31.70731707317073","31.70731707317073","26.829268292682926","26.829268292682926","26.829268292682926","0","0","0"
"415","","","","41.46341463414634","41.46341463414634","41.46341463414634","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"420","","","","39.02439024390244","39.02439024390244","39.02439024390244","36.58536585365854","36.58536585365854","36.58536585365854","0","0","0"
"425","","","","39.02439024390244","39.02439024390244","39.02439024390244","21.951219512195124","21.951219512195124","21.951219512195124","0","0","0"
"430","","","","41.46341463414634","41.46341463414634","41.46341463414634","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"435","","","","36.58536585365854","36.58536585365854","36.58536585365854","36.58536585365854","36.58536585365854","36.58536585365854","0","0","0"
"440","","","","58.53658536585366","58.53658536585366","58.53658536585366","36.58536585365854","36.58536585365854","36.58536585365854","0","0","0"
"445","","","","31.70731707317073","31.70731707317073","31.70731707317073","31.70731707317073","31.70731707317073","31.70731707317073","0","0","0"
"450","","","","36.58536585365854","36.58536585365854","36.58536585365854","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"455","","","","34.146341463414636","34.146341463414636","34.146341463414636","31.70731707317073","31.70731707317073","31.70731707317073","0","0","0"
"460","","","","34.146341463414636","34.146341463414636","34.146341463414636","26.829268292682926","26.829268292682926","26.829268292682926","0","0","0"
"465","","","","48.78048780487805","48.78048780487805","48.78048780487805","36.58536585365854","36.58536585365854","36.58536585365854","0","0","0"
"470","","","","39.02439024390244","39.02439024390244","39.02439024390244","39.02439024390244","39.02439024390244","39.02439024390244","0","0","0"
"475","","","","41.46341463414634","41.46341463414634","41.46341463414634","43.90243902439025","43.90243902439025","43.90243902439025","0","0","0"
"480","","","","46.34146341463415","46.34146341463415","46.34146341463415","39.02439024390244","39.02439024390244","39.02439024390244","0","0","0"
"485","","","","31.70731707317073","31.70731707317073","31.70731707317073","29.26829268292683","29.26829268292683","29.26829268292683","0","0","0"
"490","","","","31.70731707317073","31.70731707317073","31.70731707317073","31.70731707317073","31.70731707317073","31.70731707317073","0","0","0"
"495","","","","39.02439024390244","39.02439024390244","39.02439024390244","31.70731707317073","31.70731707317073","31.70731707317073","0","0","0"
"500","","","","34.146341463414636","34.146341463414636","34.146341463414636","29.26829268292683","29.26829268292683","29.26829268292683","0","0","0"
"505","","","","46.34146341463415","46.34146341463415","46.34146341463415","29.26829268292683","29.26829268292683","29.26829268292683","0","0","0"
"510","","","","41.46341463414634","41.46341463414634","41.46341463414634","41.46341463414634","41.46341463414634","41.46341463414634","0","0","0"
"515","","","","34.146341463414636","34.146341463414636","34.146341463414636","29.26829268292683","29.26829268292683","29.26829268292683","0","0","0"
"520","","","","41.46341463414634","41.46341463414634","41.46341463414634","29.26829268292683","29.26829268292683","29.26829268292683","0","0","0"
"525","","","","36.58536585365854","36.58536585365854","36.58536585365854","29.26829268292683","29.26829268292683","29.26829268292683","0","0","0"
"530","","","","41.46341463414634","41.46341463414634","41.46341463414634","29.26829268292683","29.26829268292683","29.26829268292683","0","0","0"
"535","","","","","","","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"540","","","","","","","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"545","","","","","","","31.70731707317073","31.70731707317073","31.70731707317073","0","0","0"
"550","","","","","","","43.90243902439025","43.90243902439025","43.90243902439025","0","0","0"
"555","","","","","","","24.390243902439025","24.390243902439025","24.390243902439025","0","0","0"
"560","","","","","","","39.02439024390244","39.02439024390244","39.02439024390244","0","0","0"
"565","","","","","","","31.70731707317073","31.70731707317073","31.70731707317073","0","0","0"
"570","","","","","","","36.58536585365854","36.58536585365854","36.58536585365854","0","0","0"
"575","","","","","","","24.390243902439025","24.390243902439025","24.390243902439025","0","0","0"
"580","","","","","","","29.26829268292683","29.26829268292683","29.26829268292683","0","0","0"
"585","","","","","","","41.46341463414634","41.46341463414634","41.46341463414634","2.4390243902439024","2.4390243902439024","2.4390243902439024"
"590","","","","","","","26.829268292682926","26.829268292682926","26.829268292682926","0","0","0"
"595","","","","","","","29.26829268292683","29.26829268292683","29.26829268292683","0","0","0"
"600","","","","","","","39.02439024390244","39.02439024390244","39.02439024390244","0","0","0"
"605","","","","","","","39.02439024390244","39.02439024390244","39.02439024390244","0","0","0"
"610","","","","","","","41.46341463414634","41.46341463414634","41.46341463414634","0","0","0"
"615","","","","","","","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"620","","","","","","","26.829268292682926","26.829268292682926","26.829268292682926","0","0","0"
"625","","","","","","","46.34146341463415","46.34146341463415","46.34146341463415","0","0","0"
"630","","","","","","","41.46341463414634","41.46341463414634","41.46341463414634","0","0","0"
"635","","","","","","","43.90243902439025","43.90243902439025","43.90243902439025","0","0","0"
"640","","","","","","","26.829268292682926","26.829268292682926","26.829268292682926","0","0","0"
"645","","","","","","","39.02439024390244","39.02439024390244","39.02439024390244","0","0","0"
"650","","","","","","","36.58536585365854","36.58536585365854","36.58536585365854","0","0","0"
"655","","","","","","","41.46341463414634","41.46341463414634","41.46341463414634","0","0","0"
"660","","","","","","","51.21951219512195","51.21951219512195","51.21951219512195","0","0","0"
"665","","","","","","","39.02439024390244","39.02439024390244","39.02439024390244","0","0","0"
"670","","","","","","","24.390243902439025","24.390243902439025","24.390243902439025","0","0","0"
"675","","","","","","","43.90243902439025","43.90243902439025","43.90243902439025","0","0","0"
"680","","","","","","","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"685","","","","","","","39.02439024390244","39.02439024390244","39.02439024390244","0","0","0"
"690","","","","","","","26.829268292682926","26.829268292682926","26.829268292682926","0","0","0"
"695","","","","","","","34.146341463414636","34.146341463414636","34.146341463414636","2.4390243902439024","2.4390243902439024","2.4390243902439024"
"700","","","","","","","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"705","","","","","","","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"710","","","","","","","36.58536585365854","36.58536585365854","36.58536585365854","2.4390243902439024","2.4390243902439024","2.4390243902439024"
"715","","","","","","","26.829268292682926","26.829268292682926","26.829268292682926","0","0","0"
"720","","","","","","","29.26829268292683","29.26829268292683","29.26829268292683","0","0","0"
"725","","","","","","","24.390243902439025","24.390243902439025","24.390243902439025","0","0","0"
"730","","","","","","","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"735","","","","","","","39.02439024390244","39.02439024390244","39.02439024390244","0","0","0"
"740","","","","","","","39.02439024390244","39.02439024390244","39.02439024390244","0","0","0"
"745","","","","","","","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"750","","","","","","","31.70731707317073","31.70731707317073","31.70731707317073","0","0","0"
"755","","","","","","","36.58536585365854","36.58536585365854","36.58536585365854","0","0","0"
"760","","","","","","","43.90243902439025","43.90243902439025","43.90243902439025","0","0","0"
"765","","","","","","","36.58536585365854","36.58536585365854","36.58536585365854","0","0","0"
"770","","","","","","","36.58536585365854","36.58536585365854","36.58536585365854","0","0","0"
"775","","","","","","","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"780","","","","","","","36.58536585365854","36.58536585365854","36.58536585365854","0","0","0"
"785","","","","","","","39.02439024390244","39.02439024390244","39.02439024390244","0","0","0"
"790","","","","","","","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"795","","","","","","","41.46341463414634","41.46341463414634","41.46341463414634","0","0","0"
"800","","","","","","","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"805","","","","","","","36.58536585365854","36.58536585365854","36.58536585365854","0","0","0"
"810","","","","","","","39.02439024390244","39.02439024390244","39.02439024390244","0","0","0"
"815","","","","","","","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"820","","","","","","","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"825","","","","","","","29.26829268292683","29.26829268292683","29.26829268292683","0","0","0"
"830","","","","","","","34.146341463414636","34.146341463414636","34.146341463414636","0","0","0"
"835","","","","","","","29.26829268292683","29.26829268292683","29.26829268292683","0","0","0"
"840","","","","","","","31.70731707317073","31.70731707317073","31.70731707317073","0","0","0"
"845","","","","","","","39.02439024390244","39.02439024390244","39.02439024390244","0","0","0"
"850","","","","","","","29.26829268292683","29.26829268292683","29.26829268292683","0","0","0"
