"Step","WC_lmax3_nv4_ns14 - train_loss","WC_lmax3_nv4_ns14 - train_loss__MIN","WC_lmax3_nv4_ns14 - train_loss__MAX","WC_lmax2_nv4_ns16 - train_loss","WC_lmax2_nv4_ns16 - train_loss__MIN","WC_lmax2_nv4_ns16 - train_loss__MAX","WC_lmax1_nv5_ns18 - train_loss","WC_lmax1_nv5_ns18 - train_loss__MIN","WC_lmax1_nv5_ns18 - train_loss__MAX","WC_lmax0_nv6_ns24 - train_loss","WC_lmax0_nv6_ns24 - train_loss__MIN","WC_lmax0_nv6_ns24 - train_loss__MAX"
"42","0.678030286516462","0.678030286516462","0.678030286516462","0.6646344775245303","0.6646344775245303","0.6646344775245303","0.7047677267165411","0.7047677267165411","0.7047677267165411","1.021858124505906","1.021858124505906","1.021858124505906"
"43","0.6551314762660435","0.6551314762660435","0.6551314762660435","0.6785698391142345","0.6785698391142345","0.6785698391142345","0.7431162879580543","0.7431162879580543","0.7431162879580543","0.9893010457356771","0.9893010457356771","0.9893010457356771"
"44","0.6524863924298968","0.6524863924298968","0.6524863924298968","0.7051444280715216","0.7051444280715216","0.7051444280715216","0.7001849583217076","0.7001849583217076","0.7001849583217076","1.0409407842726934","1.0409407842726934","1.0409407842726934"
"45","0.696181161063058","0.696181161063058","0.696181161063058","0.696857179914202","0.696857179914202","0.696857179914202","0.7017747788202195","0.7017747788202195","0.7017747788202195","1.0024357750302268","1.0024357750302268","1.0024357750302268"
"46","0.6984570821126302","0.6984570821126302","0.6984570821126302","0.6872118087041945","0.6872118087041945","0.6872118087041945","0.6839633215041387","0.6839633215041387","0.6839633215041387","1.0570301782517206","1.0570301782517206","1.0570301782517206"
"47","0.6830102829706102","0.6830102829706102","0.6830102829706102","0.6483724684942336","0.6483724684942336","0.6483724684942336","0.7067376999627977","0.7067376999627977","0.7067376999627977","0.990768795921689","0.990768795921689","0.990768795921689"
"48","0.6676638466971261","0.6676638466971261","0.6676638466971261","0.6273996716453916","0.6273996716453916","0.6273996716453916","0.6952001480829149","0.6952001480829149","0.6952001480829149","0.9534405299595424","0.9534405299595424","0.9534405299595424"
"49","0.6763217562720889","0.6763217562720889","0.6763217562720889","0.6856557755243211","0.6856557755243211","0.6856557755243211","0.7067537761869884","0.7067537761869884","0.7067537761869884","0.9955604189918155","0.9955604189918155","0.9955604189918155"
"50","0.666265260605585","0.666265260605585","0.666265260605585","0.6547428312755766","0.6547428312755766","0.6547428312755766","0.6907744180588495","0.6907744180588495","0.6907744180588495","1.0071818033854167","1.0071818033854167","1.0071818033854167"
"51","0.641506967090425","0.641506967090425","0.641506967090425","0.6435521897815523","0.6435521897815523","0.6435521897815523","0.6969413303193592","0.6969413303193592","0.6969413303193592","0.9955403464181083","0.9955403464181083","0.9955403464181083"
"52","0.6569139389764695","0.6569139389764695","0.6569139389764695","0.6307100568498883","0.6307100568498883","0.6307100568498883","0.6702467600504557","0.6702467600504557","0.6702467600504557","1.0259386698404949","1.0259386698404949","1.0259386698404949"
"53","0.6103769938151041","0.6103769938151041","0.6103769938151041","0.6381222407023112","0.6381222407023112","0.6381222407023112","0.7413359142485119","0.7413359142485119","0.7413359142485119","1.0177932920910062","1.0177932920910062","1.0177932920910062"
"54","0.6442061832972935","0.6442061832972935","0.6442061832972935","0.648230098542713","0.648230098542713","0.648230098542713","0.7156726746332078","0.7156726746332078","0.7156726746332078","1.0012872786748976","1.0012872786748976","1.0012872786748976"
"55","0.6374746958414713","0.6374746958414713","0.6374746958414713","0.6322693597702753","0.6322693597702753","0.6322693597702753","0.709691910516648","0.709691910516648","0.709691910516648","1.0502062298002697","1.0502062298002697","1.0502062298002697"
"56","0.6245577675955636","0.6245577675955636","0.6245577675955636","0.609302112034389","0.609302112034389","0.609302112034389","0.6861127217610677","0.6861127217610677","0.6861127217610677","1.011162349155971","1.011162349155971","1.011162349155971"
"57","0.6203287669590541","0.6203287669590541","0.6203287669590541","0.6489466258457729","0.6489466258457729","0.6489466258457729","0.6942690894717262","0.6942690894717262","0.6942690894717262","1.0234869094122023","1.0234869094122023","1.0234869094122023"
"58","0.6017655872163319","0.6017655872163319","0.6017655872163319","0.6075866790044875","0.6075866790044875","0.6075866790044875","0.7231312706356957","0.7231312706356957","0.7231312706356957","0.9686276572091239","0.9686276572091239","0.9686276572091239"
"59","0.6227032797677177","0.6227032797677177","0.6227032797677177","0.624481337411063","0.624481337411063","0.624481337411063","0.7024749574207124","0.7024749574207124","0.7024749574207124","0.9564990089053199","0.9564990089053199","0.9564990089053199"
"60","0.6369202931722006","0.6369202931722006","0.6369202931722006","0.6255190713065011","0.6255190713065011","0.6255190713065011","0.7007854552496047","0.7007854552496047","0.7007854552496047","1.039895284743536","1.039895284743536","1.039895284743536"
"61","0.6377034868512835","0.6377034868512835","0.6377034868512835","0.6440847487676711","0.6440847487676711","0.6440847487676711","0.6844469252086821","0.6844469252086821","0.6844469252086821","0.9935666947137742","0.9935666947137742","0.9935666947137742"
"62","0.6314601898193359","0.6314601898193359","0.6314601898193359","0.6432937894548688","0.6432937894548688","0.6432937894548688","0.6542162668137324","0.6542162668137324","0.6542162668137324","1.0079359327043806","1.0079359327043806","1.0079359327043806"
"63","0.6267922719319662","0.6267922719319662","0.6267922719319662","0.6453738439650762","0.6453738439650762","0.6453738439650762","0.6860778445289248","0.6860778445289248","0.6860778445289248","1.026541755312965","1.026541755312965","1.026541755312965"
"64","0.6138681230090913","0.6138681230090913","0.6138681230090913","0.6381404513404483","0.6381404513404483","0.6381404513404483","0.6827134631928944","0.6827134631928944","0.6827134631928944","1.0012303306942893","1.0012303306942893","1.0012303306942893"
"65","0.6515075592767625","0.6515075592767625","0.6515075592767625","0.6361467724754697","0.6361467724754697","0.6361467724754697","0.6831280390421549","0.6831280390421549","0.6831280390421549","1.0252667381649925","1.0252667381649925","1.0252667381649925"
"66","0.6126659030006045","0.6126659030006045","0.6126659030006045","0.6165430432274228","0.6165430432274228","0.6165430432274228","0.6567823319208055","0.6567823319208055","0.6567823319208055","1.0460522969563801","1.0460522969563801","1.0460522969563801"
"67","0.6212246304466611","0.6212246304466611","0.6212246304466611","0.6341404687790644","0.6341404687790644","0.6341404687790644","0.6671464102608817","0.6671464102608817","0.6671464102608817","1.0392341613769531","1.0392341613769531","1.0392341613769531"
"68","0.6112890243530273","0.6112890243530273","0.6112890243530273","0.5947980426606678","0.5947980426606678","0.5947980426606678","0.6549632662818545","0.6549632662818545","0.6549632662818545","0.9790951865059989","0.9790951865059989","0.9790951865059989"
"69","0.6075216474987212","0.6075216474987212","0.6075216474987212","0.6436753954206195","0.6436753954206195","0.6436753954206195","0.6623287200927734","0.6623287200927734","0.6623287200927734","1.0107704344249906","1.0107704344249906","1.0107704344249906"
"70","0.6262765611921038","0.6262765611921038","0.6262765611921038","0.5987286794753301","0.5987286794753301","0.5987286794753301","0.6603538876488095","0.6603538876488095","0.6603538876488095","1.0022200629824685","1.0022200629824685","1.0022200629824685"
"71","0.578586532956078","0.578586532956078","0.578586532956078","0.6294464383806501","0.6294464383806501","0.6294464383806501","0.6879214332217262","0.6879214332217262","0.6879214332217262","0.9979278927757627","0.9979278927757627","0.9979278927757627"
"72","0.5958766028994605","0.5958766028994605","0.5958766028994605","0.6410076050531297","0.6410076050531297","0.6410076050531297","0.6808642432803199","0.6808642432803199","0.6808642432803199","0.9880866096133277","0.9880866096133277","0.9880866096133277"
"73","0.6066553025018602","0.6066553025018602","0.6066553025018602","0.5971449443272182","0.5971449443272182","0.5971449443272182","0.6787133443923223","0.6787133443923223","0.6787133443923223","0.9858183179582868","0.9858183179582868","0.9858183179582868"
"74","0.6082061585925874","0.6082061585925874","0.6082061585925874","0.6144280206589472","0.6144280206589472","0.6144280206589472","0.6767755690075102","0.6767755690075102","0.6767755690075102","1.0183486938476562","1.0183486938476562","1.0183486938476562"
"75","0.5887070610409691","0.5887070610409691","0.5887070610409691","0.5959857304890951","0.5959857304890951","0.5959857304890951","0.6905945369175502","0.6905945369175502","0.6905945369175502","0.9893016815185547","0.9893016815185547","0.9893016815185547"
"76","0.6093745912824359","0.6093745912824359","0.6093745912824359","0.5740034466698056","0.5740034466698056","0.5740034466698056","0.6581896373203823","0.6581896373203823","0.6581896373203823","0.9997728438604445","0.9997728438604445","0.9997728438604445"
"77","0.6129127229963031","0.6129127229963031","0.6129127229963031","0.5945948646182105","0.5945948646182105","0.5945948646182105","0.6630196798415411","0.6630196798415411","0.6630196798415411","1.0040338607061476","1.0040338607061476","1.0040338607061476"
"78","0.5644959949311756","0.5644959949311756","0.5644959949311756","0.5873754592168898","0.5873754592168898","0.5873754592168898","0.6501180557977586","0.6501180557977586","0.6501180557977586","0.9951674143473307","0.9951674143473307","0.9951674143473307"
"79","0.576570192972819","0.576570192972819","0.576570192972819","0.6006674993605841","0.6006674993605841","0.6006674993605841","0.6437132245018369","0.6437132245018369","0.6437132245018369","0.9639461154029483","0.9639461154029483","0.9639461154029483"
"80","0.5781626928420294","0.5781626928420294","0.5781626928420294","0.6027023678734189","0.6027023678734189","0.6027023678734189","0.6411534718104771","0.6411534718104771","0.6411534718104771","0.9993705749511719","0.9993705749511719","0.9993705749511719"
"81","0.5854052589053199","0.5854052589053199","0.5854052589053199","0.6043149857293992","0.6043149857293992","0.6043149857293992","0.6472288313366118","0.6472288313366118","0.6472288313366118","1.0535328274681455","1.0535328274681455","1.0535328274681455"
"82","0.5997007006690616","0.5997007006690616","0.5997007006690616","0.6197584243047805","0.6197584243047805","0.6197584243047805","0.6758036386399042","0.6758036386399042","0.6758036386399042","1.0017573946998233","1.0017573946998233","1.0017573946998233"
"83","0.6207709539504278","0.6207709539504278","0.6207709539504278","0.5804422015235537","0.5804422015235537","0.5804422015235537","0.6848735355195545","0.6848735355195545","0.6848735355195545","1.003702890305292","1.003702890305292","1.003702890305292"
"84","0.5765409015473866","0.5765409015473866","0.5765409015473866","0.6090926669892811","0.6090926669892811","0.6090926669892811","0.6592512130737305","0.6592512130737305","0.6592512130737305","1.0212039039248513","1.0212039039248513","1.0212039039248513"
"85","0.6096869423275902","0.6096869423275902","0.6096869423275902","0.6221293494814918","0.6221293494814918","0.6221293494814918","0.6821015221732003","0.6821015221732003","0.6821015221732003","1.0126501719156902","1.0126501719156902","1.0126501719156902"
"86","0.5976621991112119","0.5976621991112119","0.5976621991112119","0.5799879800705683","0.5799879800705683","0.5799879800705683","0.6604180108933222","0.6604180108933222","0.6604180108933222","0.9886242094494048","0.9886242094494048","0.9886242094494048"
"87","0.587899889264788","0.587899889264788","0.587899889264788","0.5816332499186198","0.5816332499186198","0.5816332499186198","0.6545906521025158","0.6545906521025158","0.6545906521025158","1.0293998718261719","1.0293998718261719","1.0293998718261719"
"88","0.5974906739734468","0.5974906739734468","0.5974906739734468","0.5777388981410435","0.5777388981410435","0.5777388981410435","0.6416888918195452","0.6416888918195452","0.6416888918195452","0.9957497914632162","0.9957497914632162","0.9957497914632162"
"89","0.6016215369814918","0.6016215369814918","0.6016215369814918","0.6227390198480516","0.6227390198480516","0.6227390198480516","0.6795984449840727","0.6795984449840727","0.6795984449840727","1.0206224350702195","1.0206224350702195","1.0206224350702195"
"90","0.5860464005243211","0.5860464005243211","0.5860464005243211","0.5960607074555897","0.5960607074555897","0.5960607074555897","0.6591669264293852","0.6591669264293852","0.6591669264293852","0.9902158464704242","0.9902158464704242","0.9902158464704242"
"91","0.5798755827404204","0.5798755827404204","0.5798755827404204","0.613825207664853","0.613825207664853","0.613825207664853","0.6503431683494931","0.6503431683494931","0.6503431683494931","0.9933799562000093","0.9933799562000093","0.9933799562000093"
"92","0.5807544617425828","0.5807544617425828","0.5807544617425828","0.5804768516903832","0.5804768516903832","0.5804768516903832","0.6466683887300038","0.6466683887300038","0.6466683887300038","0.9784639449346633","0.9784639449346633","0.9784639449346633"
"93","0.5610917409261068","0.5610917409261068","0.5610917409261068","0.6082706451416016","0.6082706451416016","0.6082706451416016","0.6839815775553385","0.6839815775553385","0.6839815775553385","1.0266958872477214","1.0266958872477214","1.0266958872477214"
"94","0.5759229205903553","0.5759229205903553","0.5759229205903553","0.6274475370134626","0.6274475370134626","0.6274475370134626","0.6529675892421177","0.6529675892421177","0.6529675892421177","1.067444846743629","1.067444846743629","1.067444846743629"
"95","0.5639191582089379","0.5639191582089379","0.5639191582089379","0.6038880121140253","0.6038880121140253","0.6038880121140253","0.6698524384271531","0.6698524384271531","0.6698524384271531","0.9878161294119698","0.9878161294119698","0.9878161294119698"
"96","0.5919462839762369","0.5919462839762369","0.5919462839762369","0.6020085016886393","0.6020085016886393","0.6020085016886393","0.6316812151954287","0.6316812151954287","0.6316812151954287","0.9969298953101748","0.9969298953101748","0.9969298953101748"
"97","0.5886404400780088","0.5886404400780088","0.5886404400780088","0.5928865160260882","0.5928865160260882","0.5928865160260882","0.607483046395438","0.607483046395438","0.607483046395438","0.9699664342971075","0.9699664342971075","0.9699664342971075"
"98","0.5566674187069848","0.5566674187069848","0.5566674187069848","0.603576523917062","0.603576523917062","0.603576523917062","0.6614144189017159","0.6614144189017159","0.6614144189017159","1.0109066736130488","1.0109066736130488","1.0109066736130488"
"99","0.5441296895345052","0.5441296895345052","0.5441296895345052","0.5754192443121047","0.5754192443121047","0.5754192443121047","0.6378685179210845","0.6378685179210845","0.6378685179210845","0.9961841219947452","0.9961841219947452","0.9961841219947452"
"100","0.5590541930425734","0.5590541930425734","0.5590541930425734","0.5835751124790737","0.5835751124790737","0.5835751124790737","0.6606038411458334","0.6606038411458334","0.6606038411458334","1.0505153111049108","1.0505153111049108","1.0505153111049108"
"101","0.5791617802211216","0.5791617802211216","0.5791617802211216","0.5630876904442197","0.5630876904442197","0.5630876904442197","0.6096475237891787","0.6096475237891787","0.6096475237891787","0.9718347276960101","0.9718347276960101","0.9718347276960101"
"102","0.5601205825805664","0.5601205825805664","0.5601205825805664","0.5983297711326963","0.5983297711326963","0.5983297711326963","0.6581558045886812","0.6581558045886812","0.6581558045886812","0.9884822482154483","0.9884822482154483","0.9884822482154483"
"103","0.5847483589535668","0.5847483589535668","0.5847483589535668","0.5945404597691127","0.5945404597691127","0.5945404597691127","0.6367909567696708","0.6367909567696708","0.6367909567696708","1.0057651883079892","1.0057651883079892","1.0057651883079892"
"104","0.5545949935913086","0.5545949935913086","0.5545949935913086","0.6204714548020136","0.6204714548020136","0.6204714548020136","0.6184228715442476","0.6184228715442476","0.6184228715442476","0.9993801116943359","0.9993801116943359","0.9993801116943359"
"105","0.5565450305030459","0.5565450305030459","0.5565450305030459","0.5758103416079566","0.5758103416079566","0.5758103416079566","0.6513755889165969","0.6513755889165969","0.6513755889165969","1.003205798921131","1.003205798921131","1.003205798921131"
"106","0.5553954896472749","0.5553954896472749","0.5553954896472749","0.5683922086443219","0.5683922086443219","0.5683922086443219","0.6510100137619745","0.6510100137619745","0.6510100137619745","1.040840330578032","1.040840330578032","1.040840330578032"
"107","0.5690528778802781","0.5690528778802781","0.5690528778802781","0.5768735522315616","0.5768735522315616","0.5768735522315616","0.6564447766258603","0.6564447766258603","0.6564447766258603","1.020209448678153","1.020209448678153","1.020209448678153"
"108","0.5845645722888765","0.5845645722888765","0.5845645722888765","0.584172248840332","0.584172248840332","0.584172248840332","0.6348386946178618","0.6348386946178618","0.6348386946178618","0.9830058869861421","0.9830058869861421","0.9830058869861421"
"109","0.5692224956694103","0.5692224956694103","0.5692224956694103","0.5818979626610166","0.5818979626610166","0.5818979626610166","0.6250089009602865","0.6250089009602865","0.6250089009602865","0.9903982253301711","0.9903982253301711","0.9903982253301711"
"110","0.6058823267618815","0.6058823267618815","0.6058823267618815","0.5572051547822499","0.5572051547822499","0.5572051547822499","0.6481714702787853","0.6481714702787853","0.6481714702787853","1.0398201715378534","1.0398201715378534","1.0398201715378534"
"111","0.5758919488816034","0.5758919488816034","0.5758919488816034","0.5272163663591657","0.5272163663591657","0.5272163663591657","0.6368307840256464","0.6368307840256464","0.6368307840256464","1.0377123696463448","1.0377123696463448","1.0377123696463448"
"112","0.5703593208676293","0.5703593208676293","0.5703593208676293","0.5549170176188151","0.5549170176188151","0.5549170176188151","0.6415244965326219","0.6415244965326219","0.6415244965326219","1.0344408126104445","1.0344408126104445","1.0344408126104445"
"113","0.5542976288568406","0.5542976288568406","0.5542976288568406","0.5587913422357469","0.5587913422357469","0.5587913422357469","0.6637879326230004","0.6637879326230004","0.6637879326230004","0.9978964669363839","0.9978964669363839","0.9978964669363839"
"114","0.5685070128667922","0.5685070128667922","0.5685070128667922","0.5494304838634673","0.5494304838634673","0.5494304838634673","0.6567152114141555","0.6567152114141555","0.6567152114141555","1.0200750260126024","1.0200750260126024","1.0200750260126024"
"115","0.5579457510085333","0.5579457510085333","0.5579457510085333","0.5942021778651646","0.5942021778651646","0.5942021778651646","0.6762561798095703","0.6762561798095703","0.6762561798095703","0.9944183712913877","0.9944183712913877","0.9944183712913877"
"116","0.5663468951270694","0.5663468951270694","0.5663468951270694","0.5807332538423085","0.5807332538423085","0.5807332538423085","0.6509525208246141","0.6509525208246141","0.6509525208246141","0.9834324972970145","0.9834324972970145","0.9834324972970145"
"117","0.544712884085519","0.544712884085519","0.544712884085519","0.5715433756510416","0.5715433756510416","0.5715433756510416","0.6673967724754697","0.6673967724754697","0.6673967724754697","0.988177980695452","0.988177980695452","0.988177980695452"
"118","0.5560777300880069","0.5560777300880069","0.5560777300880069","0.5505710329328265","0.5505710329328265","0.5505710329328265","0.6262781960623605","0.6262781960623605","0.6262781960623605","0.9921917688278925","0.9921917688278925","0.9921917688278925"
"119","0.5449222383045015","0.5449222383045015","0.5449222383045015","0.5821322486514137","0.5821322486514137","0.5821322486514137","0.6340621766589937","0.6340621766589937","0.6340621766589937","0.9732155572800409","0.9732155572800409","0.9732155572800409"
"120","0.5463314964657738","0.5463314964657738","0.5463314964657738","0.597495851062593","0.597495851062593","0.597495851062593","0.6146756126767113","0.6146756126767113","0.6146756126767113","0.9909179324195498","0.9909179324195498","0.9909179324195498"
"121","0.546713738214402","0.546713738214402","0.546713738214402","0.5600939705258324","0.5600939705258324","0.5600939705258324","0.6412911188034784","0.6412911188034784","0.6412911188034784","0.9700908660888672","0.9700908660888672","0.9700908660888672"
"122","0.5453291393461681","0.5453291393461681","0.5453291393461681","0.556335585457938","0.556335585457938","0.556335585457938","0.6454660778953916","0.6454660778953916","0.6454660778953916","0.9902836027599516","0.9902836027599516","0.9902836027599516"
"123","0.5399402890886579","0.5399402890886579","0.5399402890886579","0.5542803264799572","0.5542803264799572","0.5542803264799572","0.6463265646071661","0.6463265646071661","0.6463265646071661","0.9958060128348214","0.9958060128348214","0.9958060128348214"
"124","0.5139673323858351","0.5139673323858351","0.5139673323858351","0.5659592946370443","0.5659592946370443","0.5659592946370443","0.6094358535039992","0.6094358535039992","0.6094358535039992","1.0031884511311848","1.0031884511311848","1.0031884511311848"
