"Step","lmax2_ns8_nv2 - valinf_rmsds_lt5","lmax2_ns8_nv2 - valinf_rmsds_lt5__MIN","lmax2_ns8_nv2 - valinf_rmsds_lt5__MAX","lmax3_ns8_nv2 - valinf_rmsds_lt5","lmax3_ns8_nv2 - valinf_rmsds_lt5__MIN","lmax3_ns8_nv2 - valinf_rmsds_lt5__MAX"
"270","87.8048780487805","87.8048780487805","87.8048780487805","82.92682926829268","82.92682926829268","82.92682926829268"
"275","80.48780487804878","80.48780487804878","80.48780487804878","82.92682926829268","82.92682926829268","82.92682926829268"
"280","75.60975609756098","75.60975609756098","75.60975609756098","87.8048780487805","87.8048780487805","87.8048780487805"
"285","92.6829268292683","92.6829268292683","92.6829268292683","78.04878048780488","78.04878048780488","78.04878048780488"
"290","70.73170731707317","70.73170731707317","70.73170731707317","70.73170731707317","70.73170731707317","70.73170731707317"
"295","87.8048780487805","87.8048780487805","87.8048780487805","82.92682926829268","82.92682926829268","82.92682926829268"
"300","87.8048780487805","87.8048780487805","87.8048780487805","","",""
"305","78.04878048780488","78.04878048780488","78.04878048780488","","",""
"310","87.8048780487805","87.8048780487805","87.8048780487805","","",""
"315","80.48780487804878","80.48780487804878","80.48780487804878","","",""
"320","85.36585365853658","85.36585365853658","85.36585365853658","","",""
"325","85.36585365853658","85.36585365853658","85.36585365853658","","",""
"330","90.2439024390244","90.2439024390244","90.2439024390244","","",""
"335","80.48780487804878","80.48780487804878","80.48780487804878","","",""
"340","87.8048780487805","87.8048780487805","87.8048780487805","","",""
"345","78.04878048780488","78.04878048780488","78.04878048780488","","",""
"350","80.48780487804878","80.48780487804878","80.48780487804878","","",""
"355","85.36585365853658","85.36585365853658","85.36585365853658","","",""
"360","73.17073170731707","73.17073170731707","73.17073170731707","","",""
"365","87.8048780487805","87.8048780487805","87.8048780487805","","",""
"370","85.36585365853658","85.36585365853658","85.36585365853658","","",""
"375","92.6829268292683","92.6829268292683","92.6829268292683","","",""
"380","87.8048780487805","87.8048780487805","87.8048780487805","","",""
"385","87.8048780487805","87.8048780487805","87.8048780487805","","",""
"390","85.36585365853658","85.36585365853658","85.36585365853658","","",""
"395","92.6829268292683","92.6829268292683","92.6829268292683","","",""
"400","82.92682926829268","82.92682926829268","82.92682926829268","","",""
"405","92.6829268292683","92.6829268292683","92.6829268292683","","",""
"410","75.60975609756098","75.60975609756098","75.60975609756098","","",""
"415","85.36585365853658","85.36585365853658","85.36585365853658","","",""
"420","85.36585365853658","85.36585365853658","85.36585365853658","","",""
"425","82.92682926829268","82.92682926829268","82.92682926829268","","",""
"430","80.48780487804878","80.48780487804878","80.48780487804878","","",""
"435","92.6829268292683","92.6829268292683","92.6829268292683","","",""
"440","78.04878048780488","78.04878048780488","78.04878048780488","","",""
"445","87.8048780487805","87.8048780487805","87.8048780487805","","",""
"450","87.8048780487805","87.8048780487805","87.8048780487805","","",""
"455","87.8048780487805","87.8048780487805","87.8048780487805","","",""
"460","87.8048780487805","87.8048780487805","87.8048780487805","","",""
"465","82.92682926829268","82.92682926829268","82.92682926829268","","",""
"470","85.36585365853658","85.36585365853658","85.36585365853658","","",""
"475","82.92682926829268","82.92682926829268","82.92682926829268","","",""
"480","82.92682926829268","82.92682926829268","82.92682926829268","","",""
"485","85.36585365853658","85.36585365853658","85.36585365853658","","",""
"490","87.8048780487805","87.8048780487805","87.8048780487805","","",""
"495","90.2439024390244","90.2439024390244","90.2439024390244","","",""
"500","82.92682926829268","82.92682926829268","82.92682926829268","","",""
"505","90.2439024390244","90.2439024390244","90.2439024390244","","",""
"510","87.8048780487805","87.8048780487805","87.8048780487805","","",""
"515","87.8048780487805","87.8048780487805","87.8048780487805","","",""
"520","85.36585365853658","85.36585365853658","85.36585365853658","","",""
"525","87.8048780487805","87.8048780487805","87.8048780487805","","",""
"530","87.8048780487805","87.8048780487805","87.8048780487805","","",""
