"Step","lmax2_ns8_nv2 - valinf_rmsds_lt2","lmax2_ns8_nv2 - valinf_rmsds_lt2__MIN","lmax2_ns8_nv2 - valinf_rmsds_lt2__MAX","lmax3_ns8_nv2 - valinf_rmsds_lt2","lmax3_ns8_nv2 - valinf_rmsds_lt2__MIN","lmax3_ns8_nv2 - valinf_rmsds_lt2__MAX"
"365","31.70731707317073","31.70731707317073","31.70731707317073","","",""
"370","21.951219512195124","21.951219512195124","21.951219512195124","","",""
"375","26.829268292682926","26.829268292682926","26.829268292682926","","",""
"380","29.26829268292683","29.26829268292683","29.26829268292683","","",""
"385","24.390243902439025","24.390243902439025","24.390243902439025","","",""
"390","29.26829268292683","29.26829268292683","29.26829268292683","","",""
"395","29.26829268292683","29.26829268292683","29.26829268292683","","",""
"400","19.51219512195122","19.51219512195122","19.51219512195122","","",""
"405","24.390243902439025","24.390243902439025","24.390243902439025","","",""
"410","17.073170731707318","17.073170731707318","17.073170731707318","","",""
"415","29.26829268292683","29.26829268292683","29.26829268292683","","",""
"420","29.26829268292683","29.26829268292683","29.26829268292683","","",""
"425","21.951219512195124","21.951219512195124","21.951219512195124","","",""
"430","31.70731707317073","31.70731707317073","31.70731707317073","","",""
"435","24.390243902439025","24.390243902439025","24.390243902439025","","",""
"440","21.951219512195124","21.951219512195124","21.951219512195124","","",""
"445","29.26829268292683","29.26829268292683","29.26829268292683","","",""
"450","24.390243902439025","24.390243902439025","24.390243902439025","","",""
"455","19.51219512195122","19.51219512195122","19.51219512195122","","",""
"460","29.26829268292683","29.26829268292683","29.26829268292683","","",""
"465","26.829268292682926","26.829268292682926","26.829268292682926","","",""
"470","34.146341463414636","34.146341463414636","34.146341463414636","","",""
"475","24.390243902439025","24.390243902439025","24.390243902439025","","",""
"480","12.195121951219512","12.195121951219512","12.195121951219512","","",""
"485","39.02439024390244","39.02439024390244","39.02439024390244","","",""
"490","17.073170731707318","17.073170731707318","17.073170731707318","","",""
"495","21.951219512195124","21.951219512195124","21.951219512195124","","",""
"500","26.829268292682926","26.829268292682926","26.829268292682926","","",""
"505","19.51219512195122","19.51219512195122","19.51219512195122","","",""
"510","24.390243902439025","24.390243902439025","24.390243902439025","","",""
"515","26.829268292682926","26.829268292682926","26.829268292682926","","",""
"520","14.634146341463415","14.634146341463415","14.634146341463415","","",""
"525","26.829268292682926","26.829268292682926","26.829268292682926","","",""
"530","31.70731707317073","31.70731707317073","31.70731707317073","","",""
